Stock Name,NSE code,BSE code,ISIN,Current Price Rs,Industry Name,Industry Net Profit Growth Annual YoY %,PEG TTM PE to Growth,Net Profit Margin Annual %,Operating Profit Margin Annual %,Net Profit Annual YoY Growth %,Revenue Growth Annual YoY %,10Yr High Rs,10Yr price change %,Industry PE TTM,Long Term Debt To Equity Annual,ROCE Annual 1Yr Ago %,ROCE Annual %,Market Capitalization in Cr,MACD,50Day EMA Rs,200Day EMA Rs,% Distance from 52week high,Previous Day RSI,RSI
Tasty Bite Eatables Ltd.,TASTYBITE,519091,INE488B01017,16913.8,Packaged Foods,42.6,0.3,6.4,13.1,192.5,26.9,21487,,67.6,0.1,7,15,4340.1,723.1,15130.2,12368.9,14.5,57,60.7
Tata Chemicals Ltd.,TATACHEM,500770,INE092A01019,1071.2,Commodity Chemicals,30.6,0.3,14.5,22.5,84.2,32.1,1214.9,332.5,44.9,0.3,6.6,10.4,27288.2,10.9,1011.6,995.5,11.8,65.6,66.1
Tata Coffee Ltd.,TATACOFFEE,532301,INE493A01027,251.2,Tea & Coffee,-811.7,0.4,11.3,13.8,77.9,20.5,259,166.9,41,0.2,13,11.1,4692.6,-0.1,244.4,229.9,3,53.6,48.5
Tata Communications Ltd.,TATACOMM,500483,INE151A01013,1852.4,Other Telecom Services,-52.8,-5.9,9.9,23.7,21.2,6.7,1881,1023.7,24.7,3.3,21,22.5,52793.4,42.7,1660.5,1428,1.5,65.3,61.7
Tata Consultancy Services Ltd.,TCS,532540,INE467B01029,3379.2,IT Consulting & Software,10.3,2.2,18.8,25.9,10,16.9,4043,232.4,36.4,,52.9,57.6,1236466.6,-5.2,3374.8,3322.2,5.5,48.6,43.2
Tata Consumer Products Ltd.,TATACONSUM,500800,INE192A01025,844.2,Packaged Foods,42.6,2.4,9.8,13.3,28.6,11,889,507.3,67.6,,8.8,9.1,78422.5,-2,838.8,796.8,4.5,52,44.9
Tata Elxsi Ltd.,TATAELXSI,500408,INE670A01012,7284.1,IT Consulting & Software,10.3,2.7,24,29.9,37.4,28,10760,8419.4,36.4,,42.9,41.7,45362.8,3.9,7257.9,7113.5,21.4,64.2,50.3
Tata Investment Corporation Ltd.,TATAINVEST,501301,INE672A01018,2450.6,Holding Companies,56.5,1.7,78,88.3,17.6,9.3,2883.4,584.3,25.7,,1.1,1.2,12398.6,0.9,2406.3,2207.9,15,48.3,49.4
Tata Metaliks Ltd.,TATAMETALI,513434,INE056C01010,952.6,Iron & Steel/Interm.Products,-69.2,-0.9,2.5,6,-66.1,18.5,1373.7,2464.3,43.5,,19.1,7.4,3008.2,12.8,855.2,807.1,0.9,69.8,71.2
Tata Motors Limited (DVR),TATAMTRDVR,570001,IN9155A01020,406,Commercial Vehicles,145.2,,,,,,437,177.5,32.4,,,,,8.3,370,290.4,7.1,63.6,58.6
Tata Motors Ltd.,TATAMOTORS,500570,INE155A01022,611.2,Commercial Vehicles,145.2,0.1,0.7,9.1,121.1,24.5,665.4,104.2,32.4,2,1.6,6.4,203032.2,-2.4,601,520.6,8.1,44.8,41.9
Tata Power Company Ltd.,TATAPOWER,500400,INE245A01021,255.4,Electric Utilities,15.7,0.4,1.1,13.6,91.6,29.3,298,236.7,44.8,1.1,7.2,6.9,81593,5.1,231.6,218.9,0.2,64.1,60.4
Tata Steel Long Products Ltd.,TATASTLLP,513010,INE674A01014,811.8,Iron & Steel/Interm.Products,-69.2,,-25.6,-7.9,,,1249,211.3,43.5,0.7,,-6.2,3661.4,11.4,723.2,684.1,0.8,68.7,71.1
Tata Steel Ltd.,TATASTEEL,500470,INE081A01020,127,Iron & Steel/Interm.Products,-69.2,-1,3.1,13.2,-78.2,-0.1,153.4,363.7,43.5,0.5,28.3,12.6,155274.6,0.9,116.7,112.1,1.3,63.3,65.1
Tata Teleservices (Maharashtra) Ltd.,TTML,532371,INE517B01013,91.6,Telecom Services,-14.7,-4.5,-103.5,44,5.8,1.3,290.2,1465.8,58,-0.3,-4,-4,17907.1,2.9,78.4,79.5,38.5,66.8,64.7
Tatva Chintan Pharma Chem Ltd.,TATVA,543321,INE0GK401011,1722.2,Specialty Chemicals,-8.2,-1.9,10.7,14.1,-52.6,-3,2977.8,,65.2,,22.4,10.9,3817.2,10.6,1711.7,1865.4,35,59.9,52.5
TCI Express Ltd.,TCIEXP,540212,INE586V01016,1409.1,Transportation - Logistics,-96.2,11.7,11.2,15.6,8.1,14.5,2572,,72,,31.8,30.5,5400.2,-31.6,1481,1579.1,30,35,33.8
TCNS Clothing Co. Ltd.,TCNSBRANDS,541700,INE778U01029,369.7,Other Apparels & Accessories,14.9,0.1,-1.5,10.3,-206.3,30.8,932,,72.8,,3,2,2336.9,-7.1,423.4,470.3,49.3,42.6,27
TCPL Packaging Ltd.,TCPLPACK,523301,INE822C01015,1911.4,Paper & Paper Products,167.6,0.2,7.5,15.9,134.6,36.4,1948,,21.8,0.4,16.7,25.7,1739.4,57.7,1686.5,1475.4,1.9,62.5,65.2
TD Power Systems Ltd.,TDPOWERSYS,533553,INE419M01027,264.2,Heavy Electrical Equipment,74.7,1.6,11.1,14.6,37,9.6,274.3,580.9,80.4,,16,17.4,4126.8,3.7,245.4,190.1,3.7,58,63
TeamLease Services Ltd.,TEAMLEASE,539658,INE985S01024,2453.4,Misc. Commercial Services,105.8,0.2,1.4,1.5,189.7,21.8,5550,,47.7,,14.3,12.2,4114.2,3.9,2340.8,2488.2,29,63.1,60.9
Tech Mahindra Ltd.,TECHM,532755,INE669C01036,1228,IT Consulting & Software,10.3,-1.5,9.2,14.8,-13.2,18.6,1838,257.3,36.4,,23.5,21.5,119727.9,7.5,1173.1,1122.8,3.4,52.1,53.6
Techno Electric & Engineering Company Ltd.,TECHNOE,542141,INE285K01026,534.6,Electric Utilities,15.7,-1.1,22,9.1,-30.7,-26.2,540.9,,44.8,,15.9,5.5,5752.8,19.3,454.4,381,1.2,70.6,72
Technocraft Industries (India) Ltd.,TIIL,532804,INE545H01011,2099.8,Commodity Trading  & Distribution,130.3,3.7,14,19.8,-0.1,3.9,2169,2895.4,95.1,,26.1,25.8,4821.5,109.5,1783,1421.7,3.2,67.1,65.7
Tega Industries Ltd.,TEGA,543413,INE011K01018,982,Mining,-37.8,0.8,14.8,21.9,57.4,26.5,1110,,12.1,0.1,20.1,20.1,6525.6,-13.1,960,791.3,11.5,48.1,53.7
Tejas Networks Ltd.,TEJASNET,540595,INE010J01012,854.9,Other Telecom Services,-52.8,-8,-4,1.4,41.9,68.5,893.3,,24.7,,-5.9,-0.9,14507.6,14.1,798.4,683.7,4.3,54.6,64
Texmaco Infrastructure & Holdings Ltd.,TEXINFRA,505400,INE435C01024,85,Realty,30.1,3.4,18.6,-5.5,103.6,-17.1,92,290.8,97.8,,0.2,0.7,1083.1,2.8,74.7,64,7.6,59.3,58.3
Texmaco Rail & Engineering Ltd.,TEXRAIL,533326,INE621L01012,148.2,Construction & Engineering,43.8,0.1,0.5,6.4,27,38,171,395.8,32.4,0.1,8.4,8.2,4771.7,12.2,104,71.8,5.3,71.1,75
TGV SRAAC Ltd.,SREERAYALK,507753,INE284B01028,105.3,Commodity Chemicals,30.6,-0.3,15.5,23,169.5,52.2,182,1615,44.9,0.1,22.5,36.1,1127.7,0.3,97.2,105.9,42.1,70.8,65.3
Thangamayil Jewellery Ltd.,THANGAMAYL,533158,INE085J01014,1255.2,Gems & Jewellery,55.5,0.3,2.5,4.8,106.9,43.8,1446.6,1431,78.3,0.3,17.8,26.4,3444,65,1049.6,752.5,13.2,59.7,60.6
The Anup Engineering Ltd.,ANUP,542460,INE294Z01018,2167.6,Industrial Machinery,-23.6,3.6,12.5,20,-17.1,41.3,2348.7,,50.3,0.1,15.3,14.9,2148.4,57.7,1977,1461.2,7.7,59.2,64.9
The Fertilisers and Chemicals Travancore Ltd.,FACT,590024,INE188A01015,467.2,Fertilizers,13,2.6,9.9,11.9,73.5,39.4,510.8,2058,26.3,,155.5,57,30231.2,0.8,444.8,333.3,8.5,51.7,51.7
The Hi-Tech Gears Ltd.,HITECHGEAR,522073,INE127B01011,398,Auto Parts & Equipment,-1.9,,2,12,2197.5,20.3,602.8,562.8,54.4,0.7,5.6,11.1,747,-1,382.6,313.4,7,46.9,46.1
The New India Assurance Company Ltd.,NIACL,540769,INE470Y01017,130,General Insurance,266.5,,2.6,3,438.6,12,382.4,,30.5,,0.5,3.2,21415.8,2.1,123.6,115,8.7,61.4,57.7
The Ramco Cements Ltd.,RAMCOCEM,500260,INE331A01037,888.3,Cement & Cement Products,-27.3,-1.1,4.2,14.5,-64.3,35.8,1132.7,483.6,65.2,0.5,8.8,6.2,20989.9,-6.1,873.6,818.2,6.8,50,49
Themis Medicare Ltd.,THEMISMED,530199,INE083B01016,1595.4,Pharmaceuticals,6.1,-10.8,12.2,18.4,-21.9,-8.8,1750,3878.7,38.9,0.1,29.1,18.3,1468.3,18.5,1549.7,1360.7,8.8,50.9,48.1
Thermax Ltd.,THERMAX,500411,INE152A01029,2800.2,Heavy Electrical Equipment,74.7,2,5.6,7.2,44.2,31.9,2848.2,418.2,80.4,0.1,11.8,14.5,33365.6,85.7,2534.9,2304.7,1.7,62.8,65.6
Thirumalai Chemicals Ltd.,TIRUMALCHM,500412,INE338A01024,229.4,Commodity Chemicals,30.6,-0.7,4.2,8.6,-68.1,7.6,335.8,3176.4,44.9,0.1,30.3,10.7,2348.3,7.8,204,199.9,11.6,73.1,72.3
Thomas Cook (India) Ltd.,THOMASCOOK,500413,INE332A01027,115.2,Travel Support Services,138.2,0.4,0.2,3.5,102.8,162.6,303,112.5,53.3,0.1,-9.7,4.4,5418.8,7.8,94.5,77.7,4.7,70.9,71.6
Thyrocare Technologies Ltd.,THYROCARE,539871,INE594H01019,537.8,Healthcare Services,-61.6,-0.8,12,22.4,-63.5,-13.4,1465,,55.6,,42.4,16.2,2846.8,-4,541.5,550.7,30,47.3,44.8
Tilaknagar Industries Ltd.,TI,507205,INE133E01013,215.9,Breweries & Distilleries,18.2,0.1,12.9,11.7,231.7,47.6,225,267.8,78.7,,15.6,19.4,4139.4,11.7,181.6,139.4,4,67.7,64.1
Time Technoplast Ltd.,TIMETECHNO,532856,INE508G01029,145.8,Plastic Products,-18.8,1.1,5.2,13.4,16.5,17.5,232.8,402.1,71.8,0.1,13.8,14.9,3298.4,4.5,132.6,108.5,6,69.9,60.8
Timex Group India Ltd.,TIMEXWATCH,500414,INE064A01026,163.8,Other Apparels & Accessories,14.9,0.5,12.1,10,1344.7,44.5,179,1840.8,72.8,,14.9,40.6,1653.6,1.2,163.2,144,8.5,54.3,52.1
Timken India Ltd.,TIMKEN,522113,INE325A01013,3197.8,Other Industrial Products,16.5,-10.1,13.9,19.6,19.5,29,3758,1963.8,64.1,,25.1,24.7,24053.8,-39.7,3284.9,3122.8,14.9,42.4,47.8
Tinplate Company of India Ltd.,TINPLATE,504966,INE422C01014,398.1,Iron & Steel/Interm.Products,-69.2,-0.8,3.6,5.3,-59.5,-6.4,442.9,1086.6,43.5,,36.6,14.6,4166.8,5.5,356.8,336.1,0.9,68.4,71.2
Tips Industries Ltd.,TIPSINDLTD,532375,INE716B01029,330.2,Movies & Entertainment,541.8,2.9,41,53,18.5,38.4,337.7,6637.8,48.4,,65.3,76,4240,11.4,284.7,218.1,2.2,67.3,63.6
Titagarh Rail Systems Ltd.,TITAGARH,532966,INE615H01020,814.8,Commercial Vehicles,145.2,,5,9.3,38381.5,43.5,830,3424.2,32.4,0.1,9.6,24.5,10361.9,48.2,623.1,401.4,1.8,61.6,69.2
Titan Company Ltd.,TITAN,500114,INE280A01028,3116.8,Gems & Jewellery,55.5,9,8.1,11.9,49.6,40.8,3210,1287.4,78.3,,29.7,34.5,276705.2,26.7,2992.6,2752.1,2.9,61.4,64.7
Torrent Pharmaceuticals Ltd.,TORNTPHARM,500420,INE685A01028,1785.8,Pharmaceuticals,6.1,0.8,12.9,29.4,60.2,11,2094.6,776.3,38.9,0.4,22.6,22.8,60439.6,-10.3,1927.7,1738.9,14.7,47.2,31
Torrent Power Ltd.,TORNTPOWER,532779,INE813H01021,665.2,Electric Utilities,15.7,0.1,8.4,18.2,366.4,79.9,748.8,786.3,44.8,0.8,13.2,16.8,31970.6,6.2,638.3,575.2,11.2,55.6,53.4
Tourism Finance Corporation of India Ltd.,TFCILTD,526650,INE305A01015,112.6,Financial Institutions,86.9,-5.9,38,86.9,3.1,-8.9,182.2,442.7,11.3,0.4,14.5,14.4,1017.6,5.2,91.7,79.4,4.1,69.4,70.5
Tracxn Technologies Ltd.,TRACXN,543638,INE0HMF01019,76.4,IT Consulting & Software,10.3,,42.4,3.2,782.6,24.6,103.4,,36.4,,-1.5,8.7,776.6,-1.4,79.1,78.4,26.2,46.9,45.5
Transformers & Rectifiers (India) Ltd.,TRIL,532928,INE763I01026,117.2,Heavy Electrical Equipment,74.7,3.1,3.1,8.7,191.1,18.6,124.7,1787.3,80.4,0.2,15.3,22,1553.7,6.7,100.7,77.2,6,65.2,60
Transpek Industry Ltd.,TRANSPEK,506687,INE687A01016,1987,Commodity Chemicals,30.6,0.6,10.1,17.4,27.6,34.6,2695,1829.1,44.9,,15.8,17.6,1109.9,-8.5,1911.2,1836.5,13.1,57.2,58.1
Transport Corporation of India Ltd.,TCI,532349,INE688A01022,812.1,Surface Transportation,12.9,44.2,7.3,11.1,9.6,16.4,858.6,1708.7,19.5,,20.5,18.2,6305,14.6,759.5,699.4,3.9,72.9,75
Trent Ltd.,TRENT,500251,INE849A01020,2063.1,Department Stores,-845.3,4.4,3.8,12.6,320.2,81.9,2113,2083.2,111.2,0.2,6.2,12,73340.6,85,1820,1553.3,2.4,74.8,71.8
Tribhovandas Bhimji Zaveri Ltd.,TBZ,534369,INE760L01018,117.2,Gems & Jewellery,55.5,0.3,1.7,4.8,99.1,29.5,224.9,-17.7,78.3,,10.3,15.2,782.1,6.9,95.9,81.6,1.7,70.7,73
Trident Ltd.,TRIDENT,521064,INE064C01022,39.6,Textiles,-85.9,-1.1,7,14.9,-47.1,-9.5,70.4,4025,31.3,0.2,26.8,12.3,20180,1.1,33.9,33.9,5.5,68.3,64.4
Triveni Engineering & Industries Ltd.,TRIVENI,532356,INE256C01024,315.2,Sugar,75.4,,31.6,10.8,322.5,32.1,374.5,2714.3,16.6,0.1,23.8,19.7,6899.7,3.8,295.3,281.6,5.3,57.4,63.8
Triveni Turbine Ltd.,TRITURBINE,533655,INE152M01016,389.4,Heavy Electrical Equipment,74.7,-2.5,15.5,18.1,-28.7,46.3,430.5,716.2,80.4,,19.8,33,12376.5,-2.7,390.6,342.9,9.6,47.4,51.3
TruCap Finance Ltd.,TRU,540268,INE615R01029,64.3,Finance (including NBFCs),56.2,-7.7,0.5,48.7,-84.2,62.9,187.5,,27.2,,14.6,23.7,748.2,2.2,54.8,60.2,37.4,71.8,71.5
TTK Healthcare Ltd.,TTKHLTCARE,507747,INE910C01018,1171.8,Pharmaceuticals,6.1,-0.3,88.2,4.1,1438.2,25.6,1474,135.3,38.9,,7.6,7,1655.7,-11.3,1211.4,1118.8,20.5,43.6,43.5
TTK Prestige Ltd.,TTKPRESTIG,517506,INE690A01028,802,Houseware,1.4,-1.9,9.2,12.7,-16.6,2.4,1264.6,188.9,72.2,,23,16.8,11116.8,2.5,767,776,23.6,51.7,54.9
Tube Investments of India Ltd.,TIINDIA,540762,INE974X01010,2988.2,Auto Parts & Equipment,-1.9,3.2,9,12.5,24.3,19.6,3398.7,2169.8,54.4,,28.6,29.4,57752.3,-55,2950.8,2755.8,12.1,40.1,47.6
TV Today Network Ltd.,TVTODAY,532515,INE038F01029,222.3,Broadcasting & Cable TV,-86.8,-0.3,10,14.2,-51.4,-5.4,558,212,32.1,,20.7,15.5,1326.4,4.4,205.8,221.3,31.4,70.4,70.7
TV18 Broadcast Ltd.,TV18BRDCST,532800,INE886H01027,49,Broadcasting & Cable TV,-86.8,-0.9,1.4,3.2,-80.1,7.8,82.6,181.9,32.1,,15.3,3,8408.9,2.2,42,38.1,4.7,70,70.4
TVS Motor Company Ltd.,TVSMOTOR,532343,INE494B01023,1454.1,2/3 Wheelers,20.4,1.3,4.2,12.7,75.6,31.7,1460.4,4644.2,27.6,1.6,15.5,20.9,69082.4,13.1,1339.2,1191,0.4,67.8,68.6
TVS Srichakra Ltd.,TVSSRICHAK,509243,INE421C01016,2945.8,Auto Tyres & Rubber Products,0.4,0.1,2.6,7.6,79.4,18.1,4340,1682.7,33.2,0.3,6.2,10.1,2255.6,-51.1,2935.5,2848.2,20.4,47.1,46.8
UCO Bank,UCOBANK,532505,INE691A01018,31.2,Banks,41.1,0.2,10.6,21.5,104.1,11.5,115.6,-39.8,18.8,0.9,5.1,5,37302.6,1,29.4,25.8,18.2,60.8,57.1
Udaipur Cement Works Ltd.,UDAICEMENT,530131,INE225C01029,32,Cement & Cement Products,-27.3,-1.6,3.5,13,-26.3,17.2,35,,65.2,3.4,13.8,7,1796.5,1.1,28.3,23.4,8.4,56.8,53.5
Uflex Ltd.,UFLEX,500148,INE516A01017,472.7,Containers & Packaging,-54.8,0.1,3.3,11.9,-56.2,11.7,811,680.7,27.8,0.5,16.8,11.1,3413.4,1.2,412.6,461.5,40.9,73,75.7
Ugar Sugar Works Ltd.,UGARSUGAR,530363,INE071E01023,107.6,Sugar,75.4,0.4,5.7,11.6,137.8,58,135.9,939.1,16.6,0.6,34.7,52.4,1209.9,-4.9,116.6,103.4,20.9,38,36.1
Ugro Capital Ltd.,UGROCAP,511742,INE583D01011,299.6,Finance (including NBFCs),56.2,0.3,6,53.7,173.4,118.2,319.2,,27.2,1.2,9.2,17.1,2771.1,10.6,271.2,214.2,6.1,58.7,58.5
Ujjivan Financial Services Ltd.,UJJIVAN,539874,INE334L01012,478.6,Finance (including NBFCs),56.2,,25.8,62.6,564.7,51.3,547.5,,27.2,8,3.6,10,5825.9,9.8,453.7,346.6,9.2,52.7,53
Ujjivan Small Finance Bank Ltd.,UJJIVANSFB,542904,INE551W01018,48.8,Banks,41.1,,26.4,31.2,365.3,52.1,62.8,,18.8,0.7,7.1,9.1,9540.7,1.3,45,34.9,8.1,59,58
Ultramarine & Pigments Ltd.,ULTRMARINE,506685,INE405A01021,443,Specialty Chemicals,-8.2,1.6,12.4,17.7,18.7,13.7,517.7,930.2,65.2,0.1,8.6,11.8,1293.6,15.2,383.4,354.4,2,65.6,68
UltraTech Cement Ltd.,ULTRACEMCO,532538,INE481G01011,8262.4,Cement & Cement Products,-27.3,-1.6,8,16.7,-31,20,8499,460.2,65.2,0.1,14.6,12.1,238524.2,2.1,8163.8,7648.8,2.8,54.8,56.6
Unichem Laboratories Ltd.,UNICHEMLAB,506690,INE351A01035,417.4,Pharmaceuticals,6.1,,-15,-3.3,-711.7,4.9,467,187,38.9,,1,-4.7,2938.7,7.4,394.7,359.8,10.6,78,73.1
Union Bank of India,UNIONBANK,532477,INE692A01016,86.1,Banks,41.1,0.1,10.4,26.3,61.7,18.7,259.6,-15.4,18.8,0.6,5.4,5.9,58847.2,0.6,85.5,73.7,11.1,46,44
Uniparts India Ltd.,UNIPARTS,543689,INE244O01017,634,Heavy Electrical Equipment,74.7,,15,21.5,21.4,12.3,722.6,,80.4,,31.1,29.9,2861.5,-5.2,611.8,,12.3,48.6,53.3
United Breweries Ltd.,UBL,532478,INE686F01025,1546.4,Breweries & Distilleries,18.2,-3.3,4.1,8.2,-16.8,28.6,1806.4,116.1,78.7,,12.8,11.4,40888.9,-1.2,1520,1520.9,14.4,50.9,45.6
United Drilling Tools Ltd.,UNIDT,522014,INE961D01019,221,Other Industrial Goods,-9.1,-0.7,8.6,15.9,-79.5,-31.6,604.8,,39.6,,29.5,6.2,448.7,0.9,218.2,243.7,43.2,52.4,51.7
United Spirits Ltd.,MCDOWELL-N,532432,INE854D01024,1012.4,Breweries & Distilleries,18.2,1.8,10.6,13.3,37.1,9.6,1049,130,78.7,,26.4,19.7,73640.6,9.5,970.5,882.4,3.5,56.3,54
Universal Cables Ltd.,UNIVCABLES,504212,INE279A01012,488.4,Other Electrical Equipment/Products,22,0.3,2.2,8.4,57.7,21.1,544.4,2225.5,63.4,0.2,6.6,8.9,1694.3,5.4,423.5,360.4,10.3,59,59.9
UNO Minda Ltd.,UNOMINDA,532539,INE405E01023,609.6,Auto Parts & Equipment,-1.9,1.2,5.3,11,83.7,34.7,660.9,14042.7,54.4,0.1,12.4,16.1,34932.8,6.7,587.4,547.5,7.8,50.6,51.5
UPL Ltd.,UPL,512070,INE628A01036,603,Agrochemicals,8.6,-0.6,7.9,18.9,-1.5,16.2,864.7,578.1,39.9,0.8,13.7,13.6,45261.6,-10.6,623,681,25.3,46,40.5
Usha Martin Ltd.,USHAMART,517146,INE228A01035,358.2,Iron & Steel Products,7.9,1.7,10.4,15.6,20.2,21,359,1589.4,45.6,0.1,17.1,19.9,10914.3,8.9,318.1,242,0.2,61.5,67.8
UTI Asset Management Company Ltd.,UTIAMC,543238,INE094J01016,746.9,Asset Management Cos.,-4.8,0.7,34.7,47.4,-18.1,-2.8,1216.2,,27.8,,18.1,15.2,9484.7,-8.3,758.5,739.7,17.7,44.5,42.6
Uttam Sugar Mills Ltd.,UTTAMSUGAR,532729,INE786F01031,377.5,Sugar,75.4,-0.8,6,11.8,-8.4,0.9,394,3529.8,16.6,,37.2,29.9,1439.7,7.4,342.4,295.4,4.2,61.2,68.4
V2 Retail Ltd.,V2RETAIL,532867,INE945H01013,143,Department Stores,-845.3,7.8,-1.5,9.9,-9.8,31.1,555.6,1781.6,111.2,,3.8,4,494.6,4.5,131.4,111.9,5.8,59.1,56.6
Va Tech Wabag Ltd.,WABAG,533269,INE956G01038,495,Utilities:Non-Electrical,-33.8,-1.2,,10.5,-90.3,0.1,972.5,123.5,50.2,,14.1,20.3,3078.4,-6,491.7,414.1,9.2,44.4,48.6
Vadilal Industries Ltd.,VADILALIND,519156,INE694D01016,2631.4,Packaged Foods,42.6,0.4,9.1,15.2,115.4,51.8,3294.6,2216.4,67.6,0.2,20.5,26,1891.4,-34.1,2724.8,2502.6,20.1,43.7,43.5
Vaibhav Global Ltd.,VAIBHAVGBL,532156,INE884A01027,449.4,Other Apparels & Accessories,14.9,-2.4,3.9,7.3,-55.8,-2,1050,1020.6,72.8,,21,11.8,7427.7,22.5,362.4,338.9,4.4,80.4,72.4
Valiant Organics Ltd.,VALIANTORG,540145,INE565V01010,505,Agrochemicals,8.6,-1,9.8,15.5,-22.2,-8.7,1991,,39.9,0.1,23.3,16.9,1371.9,-8.1,504.5,550.5,41.9,55.4,55.8
Vardhman Holdings Ltd.,VHL,500439,INE701A01023,2902.6,Finance (including NBFCs),56.2,-0.1,117.3,19.6,-46.8,-77.8,6200,530.9,27.2,,1.1,0.1,926.4,21.2,2825.5,2824.1,25,57.8,54.4
Vardhman Special Steels Ltd.,VSSL,534392,INE050M01012,216.4,Iron & Steel Products,7.9,-1.4,5.8,8,-0.3,26.9,225.3,3140.3,45.6,0.1,26.7,21.4,1758.8,7.7,196.3,178.7,3.9,70.7,66.2
Vardhman Textiles Ltd.,VTL,502986,INE825A01020,391.7,Textiles,-85.9,-0.3,7.5,12.8,-48.6,4.9,576,535.1,31.3,0.1,23.5,11.3,11325.7,8.6,361.6,342.8,2.9,71,68.3
Varroc Engineering Ltd.,VARROC,541578,INE665L01035,423.1,Auto Parts & Equipment,-1.9,-0.4,-12,7.9,26.1,17.7,1178.7,,54.4,0.4,3.5,15.3,6464.4,21.7,363.8,323.2,3.3,77.7,71.9
Varun Beverages Ltd.,VBL,540180,INE200M01021,910.4,Non-alcoholic Beverages,115.9,1.4,11.8,21.1,115.8,48.6,934.6,,62.2,0.3,18.2,28.9,118279.9,19.5,841,725.8,2.6,67.3,66.7
Vascon Engineers Ltd.,VASCONEQ,533156,INE893I01013,62.2,Construction & Engineering,43.8,0.2,8,9.6,182.5,42.4,65.7,245.6,32.4,0.1,7.5,9.6,1351.7,4.1,49.5,38.6,5.3,66.4,66.4
Vedant Fashions Ltd.,MANYAVAR,543463,INE825V01034,1258.4,Specialty Retail,2213.6,5.4,31.7,48.1,36.3,27.9,1501.6,,68.3,,31.6,34.3,30552.1,-4.4,1254,1232.6,16.2,53.3,52.8
Vedanta Ltd.,VEDL,500295,INE205A01025,236.2,Aluminium and Aluminium Products,-37.6,-0.2,9.8,22.9,-43.8,11,440.8,25.1,11.8,1.1,29,24.7,87781.8,-8.4,256.5,279,30.7,35.3,31.7
Venky's (India) Ltd.,VENKEYS,523261,INE398A01010,1978.2,Packaged Foods,42.6,-0.9,1.7,2.6,-57.2,-3.7,4725,582.8,67.6,,18.7,8.4,2786.7,11.6,1862,1817.2,14.5,56.9,58.1
Venus Pipes & Tubes Ltd.,VENUSPIPES,543528,INE0JA001018,1535.2,Iron & Steel Products,7.9,1.1,8,12.5,39.6,42.6,1560.8,,45.6,0.1,34.6,19.9,3116,76.1,1300.8,963.1,1.6,96.2,96.2
Venus Remedies Ltd.,VENUSREM,526953,INE411B01019,229.6,Pharmaceuticals,6.1,-0.4,4.8,10.6,-34.8,-6.8,639,36,38.9,0.1,7.6,7.4,306.8,-6.5,245.9,222.8,23.5,39.2,38.7
Veranda Learning Solutions Ltd.,VERANDA,543514,INE0IQ001011,198.8,IT Training Services,-94.4,2.8,-49.1,-36.1,-35.4,164.4,380,,22.1,0.7,-21.6,-10,1375.1,1.5,194.3,208.7,47.7,52.8,51.8
Vesuvius India Ltd.,VESUVIUS,520113,INE386A01015,3364.4,Other Industrial Goods,-9.1,0.5,8.7,12,71.6,28,3738,856.5,39.6,,10,15.3,6828.4,130.1,3048.6,2243.5,10,56.4,58.3
V-Guard Industries Ltd.,VGUARD,532953,INE951I01027,314,Other Electrical Equipment/Products,22,-3.1,4.6,7.7,-16.9,18,335,753.1,63.4,0.2,20.4,13,13610.6,7.5,292.6,266.2,6.3,65.8,63.1
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,531717,INE632C01026,455.9,Specialty Chemicals,-8.2,-1.7,9.3,13.8,-35.6,-24.7,513.8,,65.2,,35.1,20.6,2277,12.7,405.9,379.6,1.9,62.7,63.3
Vijaya Diagnostic Centre Ltd.,VIJAYA,543350,INE043W01024,505.2,Healthcare Services,-61.6,-67.2,18.6,38.5,-22.8,-0.4,672,,55.6,,25.3,17.1,5166.6,13.6,463.8,432.8,4.5,76.2,78.5
Vimta Labs Ltd.,VIMTALABS,524394,INE579C01029,571.5,Healthcare Services,-61.6,3.9,15.1,29.5,16.6,15,623.2,2232.7,55.6,,22.5,22.2,1265.5,34.4,492.2,418,8.3,62.6,64.8
Vinati Organics Ltd.,VINATIORGA,524200,INE410B01037,1855.8,Specialty Chemicals,-8.2,2.2,22,27.6,32.1,28.7,2377,4266.7,65.2,,23.4,26.5,19074.8,-2.8,1832.8,1889.1,21.9,56.6,58.8
Vindhya Telelinks Ltd.,VINDHYATEL,517015,INE707A01012,2313.8,Telecom Cables,8,0.5,4.9,9.6,-4.1,115.1,2329.9,1422.2,29.6,0.1,4.1,6.2,2742,43.4,2035.1,1789.9,0.7,58.1,58.8
Vinyl Chemicals (I) Ltd.,VINYLINDIA,524129,INE250B01029,473.7,Commodity Trading  & Distribution,130.3,-1.1,3.5,4.6,2.2,17,951.7,4684.8,95.1,,48.4,42.8,868.6,-3.8,464.8,456.4,50.2,62.7,58.6
VIP Industries Ltd.,VIPIND,507880,INE054A01027,660.4,Other Apparels & Accessories,14.9,11.8,7.3,14.9,127.6,58.3,774.6,1330.9,72.8,,15.5,32.6,9368,14.2,643.7,633.8,13.7,53.7,52.5
